세종,1789,3548,4898,NNP,지명,T,세종,*,*,*,*,*
세종시,1789,3547,4912,NNP,지명,F,세종시,Compound,*,*,세종+시,세종/NNP/지명/1/1+세종시/Compound/지명/0/2+시/NNG/*/1/1
