포커 싱,1786,3540,3123,NNP,*,F,포커싱,*,*,*,*,*
되어,2421,5,112,VV+EC,*,T,되어,Inflect,VV,EC,되/VV/*+어/EC/*
스키티런,1784,3536,2788,NNG,*,F,스키티런,Compound,*,*,스키티/NNG/*+런/NNG/*
